,UID,predict
3209,19178621,2
3210,19178829,2
3211,19179669,0
3212,19180751,2
3213,19182870,2
3214,19182972,0
3215,19183024,0
3216,19183236,0
3217,19184111,2
3218,19184143,0
3219,19184144,2
3220,19184147,2
3221,19184247,2
3222,19185861,2
3223,19186023,2
3224,19186025,2
3225,19186160,0
3226,19186433,0
3227,19186563,0
3228,19187202,0
3229,19187411,0
3230,19187562,0
3231,19187713,0
3232,19187719,0
3233,19187720,0
3234,19187768,0
3235,19187799,0
3236,19187830,2
3237,19187937,2
3238,19188414,0
3239,19188565,2
3240,19189027,2
3241,19189035,2
3242,19189109,0
3243,19189147,0
3244,19189170,2
3245,19189433,0
3246,19189732,2
3247,19189810,2
3248,19189916,2
3249,19190049,0
3250,19190101,0
3251,19190152,0
3252,19190166,0
3253,19190441,0
3254,19190592,1
3255,19190657,0
3256,19190873,2
3257,19190933,0
3258,19191019,2
3259,19191020,2
3260,19191021,2
3261,19191023,0
3262,19191235,2
3263,19191237,2
3264,19191757,0
3265,19191902,0
3266,19192215,0
3267,19193790,0
3268,19193813,2
3269,19194030,0
3270,19194048,2
3271,19194732,0
3272,19194971,0
3273,19196072,0
3274,19196609,0
3275,19196792,0
3276,19200869,0
3277,19201274,0
3278,19201658,0
3279,19201678,0
3280,19201785,0
3281,19202421,0
3282,19202443,2
3283,19202469,0
3284,19202493,2
3285,19202502,0
3286,19202505,0
3287,19202608,2
3288,19202678,2
3289,19202705,2
3290,19202731,0
3291,19202856,0
3292,19205128,2
3293,19207114,2
3294,19207211,2
3295,19207212,2
3296,19207225,2
3297,19210292,0
3298,19212061,2
3299,19212265,1
3300,19212299,0
3301,19212300,2
3302,19212525,2
3303,19212657,2
3304,19212662,2
3305,19212791,1
3306,19212859,0
3307,19213336,0
3308,19214764,2
3309,19215330,0
3310,19215477,0
3311,19215560,2
3312,19215802,0
3313,19216809,2
3314,19216898,0
3315,19216902,2
3316,19217382,2
3317,19217416,0
3318,19217968,2
3319,19218034,2
3320,19218554,2
3321,19219086,2
3322,19219088,0
3323,19219201,2
3324,19219203,2
3325,19219211,2
3326,19219253,2
3327,19219255,2
3328,19219284,0
3329,19219300,0
3330,19219390,2
3331,19219717,0
3332,19219733,2
3333,19219766,0
3334,19219767,2
3335,19220268,2
3336,19220269,0
3337,19220378,1
3338,19220446,2
3339,19220845,2
3340,19220896,0
3341,19221048,0
3342,19221054,2
3343,19221255,0
3344,19222018,0
3345,19222447,2
3346,19222448,0
3347,19222984,2
3348,19223076,2
3349,19223132,2
3350,19223136,0
3351,19224459,2
3352,19224806,2
3353,19225447,2
3354,19225496,2
3355,19225567,1
3356,19225618,0
3357,19225805,2
3358,19225868,0
3359,19226202,0
3360,19226549,0
3361,19226550,2
3362,19226634,2
3363,19226732,0
3364,19226735,0
3365,19226739,2
3366,19226747,0
3367,19226752,2
3368,19227200,0
3369,19227295,2
3370,19227474,2
3371,19227511,2
3372,19227774,2
3373,19227789,0
3374,19227796,2
3375,19228284,2
3376,19229109,2
3377,19229264,2
3378,19230414,0
3379,19230575,2
3380,19230576,2
3381,19231117,2
3382,19232514,2
3383,19232876,0
3384,19233493,2
3385,19233495,2
3386,19234354,2
3387,19234356,2
3388,19234582,0
3389,19235115,0
3390,19235398,2
3391,19235426,2
3392,19235600,2
3393,19235798,2
3394,19239324,2
3395,19239528,0
3396,19239538,0
3397,19239544,2
3398,19239546,2
3399,19239604,0
3400,19239893,2
3401,19240975,0
3402,19242090,0
3403,19242091,2
3404,19242093,0
3405,19242476,0
3406,19242650,2
3407,19244393,0
3408,19244752,0
3409,19244811,0
3410,19245477,2
3411,19245512,2
3412,19245974,2
3413,19246270,2
3414,19247227,2
3415,19247360,2
3416,19248472,0
3417,19248483,0
3418,19248763,2
3419,19248772,0
3420,19249270,0
3421,19249334,0
3422,19249341,2
3423,19249403,0
3424,19249415,2
3425,19249467,2
3426,19249516,2
3427,19249683,0
3428,19249726,2
3429,19249777,2
3430,19249790,2
3431,19249821,0
3432,19249832,0
3433,19249867,2
3434,19249875,2
3435,19249924,2
3436,19250042,0
3437,19250185,2
3438,19250189,0
3439,19250343,2
3440,19250452,0
3441,19250487,2
3442,19250578,0
3443,19250983,0
3444,19250984,2
3445,19251269,2
3446,19251597,2
3447,19252409,2
3448,19253061,1
3449,19255935,2
3450,19255936,0
3451,19255938,2
3452,19256846,2
3453,19257208,2
3454,19258125,2
3455,19258259,0
3456,19258297,2
3457,19258526,2
3458,19258652,2
3459,19258657,2
3460,19258659,0
3461,19258662,2
3462,19258885,2
3463,19258887,2
3464,19258902,2
3465,19258932,2
3466,19259042,2
3467,19259043,2
3468,19259044,2
3469,19259046,0
3470,19259047,2
3471,19259473,2
3472,19259564,0
3473,19259566,0
3474,19259594,0
3475,19259683,0
3476,19259883,0
3477,19260154,2
3478,19260460,2
3479,19260597,2
3480,19260651,2
3481,19260709,2
3482,19260923,2
3483,19260948,2
3484,19261088,0
3485,19261115,2
3486,19261138,2
3487,19261231,0
3488,19261239,2
3489,19261271,2
3490,19261282,2
3491,19261286,1
3492,19261455,0
3493,19261680,2
3494,19261921,2
3495,19262127,2
3496,19263581,2
3497,19263585,2
3498,19264007,2
3499,19264009,2
3500,19264010,2
3501,19264431,2
3502,19264434,0
3503,19264845,2
3504,19264883,2
3505,19264999,2
3506,19265000,2
3507,19265001,2
3508,19265002,2
3509,19265003,2
3510,19265004,2
3511,19265373,2
3512,19265725,0
3513,19265866,2
3514,19265969,2
3515,19266054,2
3516,19266246,2
3517,19266403,0
3518,19266495,2
3519,19266815,1
3520,19266817,2
3521,19267149,0
3522,19267399,0
3523,19269922,2
3524,19270230,0
3525,19270249,0
3526,19270251,0
3527,19270268,2
3528,19270325,2
3529,19270326,2
3530,19270436,2
3531,19270439,0
3532,19270492,2
3533,19270778,2
3534,19270827,2
3535,19270846,2
3536,19270865,2
3537,19270874,2
3538,19270878,2
3539,19270879,2
3540,19270915,0
3541,19270918,2
3542,19270920,2
3543,19270941,2
3544,19271010,2
3545,19271024,2
3546,19271025,2
3547,19271314,2
3548,19271363,0
3549,19271691,2
3550,19272324,2
3551,19272399,1
3552,19272401,2
3553,19272404,2
3554,19272521,2
3555,19272974,2
3556,19273071,0
3557,19273072,0
3558,19273073,2
3559,19273536,2
3560,19273570,2
3561,19273692,2
3562,19273697,2
3563,19273774,0
3564,19274636,1
3565,19274673,2
3566,19275421,0
3567,19278722,0
3568,19279326,2
3569,19283481,0
3570,19283949,0
3571,19284118,2
3572,19284356,2
3573,19284410,2
3574,19284470,2
3575,19284476,2
3576,19284477,2
3577,19284478,2
3578,19285113,2
3579,19285120,2
3580,19285377,2
3581,19286318,2
3582,19286319,2
3583,19286841,0
3584,19287047,2
3585,19287049,0
3586,19287050,0
3587,19287051,2
3588,19287065,2
3589,19287066,0
3590,19287084,2
3591,19287282,2
3592,19287470,2
3593,19288276,1
3594,19288767,0
3595,19290396,2
3596,19290868,2
3597,19290870,2
3598,19290873,2
3599,19290882,2
3600,19291032,0
3601,19291147,2
3602,19291155,2
3603,19291407,0
3604,19291523,2
3605,19291690,2
3606,19291793,2
3607,19291796,2
3608,19292591,2
3609,19292663,0
3610,19292694,2
3611,19292701,0
3612,19292703,2
3613,19293052,2
3614,19293151,2
3615,19293323,2
3616,19293332,2
3617,19293584,1
3618,19293670,2
3619,19293671,2
3620,19293672,1
3621,19293731,2
3622,19294851,0
3623,19294957,2
3624,19295410,0
3625,19296016,1
3626,19296020,2
3627,19296025,2
3628,19296026,1
3629,19296027,1
3630,19296713,2
3631,19296718,2
3632,19296886,2
3633,19296888,2
3634,19296892,2
3635,19297053,0
3636,19299087,0
3637,19299263,0
3638,19299297,2
3639,19299605,1
3640,19299836,2
3641,19301564,0
3642,19301645,2
3643,19301647,2
3644,19301812,2
3645,19301914,2
3646,19302434,2
3647,19302476,2
3648,19302563,2
3649,19302917,2
3650,19302919,2
3651,19302920,2
3652,19303932,2
3653,19304095,1
3654,19305714,2
3655,19305762,2
3656,19305763,1
3657,19305764,1
3658,19306524,2
3659,19306549,2
3660,19306636,0
3661,19306729,2
3662,19306930,0
3663,19306936,2
3664,19306939,2
3665,19306964,2
3666,19307356,2
3667,19308309,2
3668,19310727,0
3669,19311120,2
3670,19311400,2
3671,19311402,2
3672,19311404,2
3673,19311407,2
3674,19311523,2
3675,19311527,2
3676,19311529,2
3677,19311537,2
3678,19312806,2
3679,19312810,2
3680,19312830,2
3681,19312831,2
3682,19312832,2
3683,19312833,2
3684,19313169,0
3685,19313398,2
3686,19313593,2
3687,19313596,2
3688,19313733,2
3689,19313976,2
3690,19317341,0
3691,19317910,2
3692,19317939,2
3693,19318421,2
3694,19319191,0
3695,19319305,2
3696,19319321,2
3697,19319372,2
3698,19319455,2
3699,19319489,2
3700,19319490,2
3701,19319657,2
3702,19319755,2
3703,19320109,2
3704,19320120,2
3705,19320257,0
3706,19320259,2
3707,19320540,2
3708,19320727,0
3709,19320730,2
3710,19320835,2
3711,19321527,0
3712,19323250,2
3713,19323520,2
3714,19324170,0
3715,19324879,2
3716,19324933,2
3717,19324940,2
3718,19325088,2
3719,19325377,2
3720,19325406,2
3721,2001403,0
3722,20015083,0
3723,20015088,1
3724,20015327,2
3725,20016221,0
3726,20016222,0
3727,20016226,0
3728,20016238,0
3729,20016300,0
3730,20016329,0
3731,20016672,1
3732,20018693,2
3733,20020017,0
3734,20028718,1
3735,20028730,2
3736,20028792,0
3737,20028943,0
3738,20029960,2
3739,20030397,0
3740,20030468,1
3741,20030514,0
3742,20030523,0
3743,20030547,0
3744,20030599,0
3745,20030975,0
3746,20031859,0
3747,20031869,2
3748,2003245,0
3749,2003246,0
3750,2003439,0
3751,20034500,2
3752,20034860,2
3753,20034867,2
3754,20034894,2
3755,20034928,0
3756,20034935,2
3757,20034973,2
3758,20034979,2
3759,20034999,0
3760,20035003,0
3761,20035033,0
3762,20035034,2
3763,20035085,2
3764,20035119,0
3765,20037079,1
3766,20037092,1
3767,20037120,2
3768,20037272,2
3769,2003826,1
3770,20040032,2
3771,20040037,2
3772,20040051,2
3773,20040218,0
3774,20040219,0
3775,20040228,1
3776,20040229,1
3777,20040238,0
3778,20041441,2
3779,20041493,2
3780,20041853,0
3781,20041857,1
3782,20041860,2
3783,20041861,2
3784,20041931,2
3785,20041967,2
3786,20042018,2
3787,20042058,0
3788,20042116,2
3789,20042132,1
3790,20042223,2
3791,20042240,0
3792,20042246,2
3793,20042247,0
3794,20042289,0
3795,20042296,2
3796,20042299,2
3797,20042305,2
3798,20042378,0
3799,20042816,2
3800,2004403,0
3801,20044634,0
3802,20044642,2
3803,20044689,0
3804,20044691,0
3805,20044763,0
3806,20044775,0
3807,20044786,0
3808,2005767,0
3809,2008380,2
3810,2011575,2
3811,2014430,1
3812,2016251,2
3813,2016339,2
3814,2018556,1
3815,2018760,0
3816,20500583,0
3817,20500614,2
3818,20500621,1
3819,20500622,1
3820,20500738,2
3821,20500746,1
3822,20501416,1
3823,20501626,2
3824,20501643,2
3825,20501686,2
3826,20501796,1
3827,20501797,1
3828,20501808,1
3829,20501822,1
3830,20502237,2
3831,209192,2
3832,209201,1
3833,209231,1
3834,209283,1
3835,209298,1
3836,209303,0
3837,2100337,0
3838,21020378,0
3839,21020485,0
3840,21021289,0
3841,2102136,2
3842,21024350,0
3843,2102439,2
3844,21026627,2
3845,21026915,0
3846,21027282,2
3847,2102830,0
3848,2102876,0
3849,2102883,0
3850,2103821,0
3851,2103997,2
3852,2104064,0
3853,2104328,0
3854,2104538,2
3855,2104670,0
3856,2104673,2
3857,2104676,0
3858,2104844,2
3859,2105163,2
3860,2105440,0
3861,2105641,2
3862,2105945,0
3863,2106688,0
3864,2107219,0
3865,2107504,2
3866,2107704,0
3867,2108039,2
3868,2108372,0
3869,2108396,2
3870,2108891,0
3871,2108894,0
3872,2108906,2
3873,2108923,0
3874,2109352,0
3875,2109454,0
3876,2109680,0
3877,210970,2
3878,210971,2
3879,210976,2
3880,2110349,0
3881,2110351,0
3882,2110416,0
3883,2110600,0
3884,2110622,0
3885,2111547,0
3886,2111730,0
3887,2111790,2
3888,2111880,0
3889,2111952,2
3890,2111977,0
3891,2111993,0
3892,2111999,2
3893,2112366,0
3894,2112627,0
3895,2114154,0
3896,2114243,2
3897,2114426,0
3898,2114493,2
3899,2114495,0
3900,2114557,0
3901,2114654,0
3902,2114660,0
3903,2114775,2
3904,2114792,2
3905,2114916,0
3906,211492,0
3907,2114985,2
3908,211512,2
3909,211514,2
3910,2115184,0
3911,211521,2
3912,211522,0
3913,2116169,0
3914,2116244,0
3915,2116477,0
3916,211686,2
3917,212336,0
3918,213512,1
3919,214154,2
3920,214751,2
3921,215476,1
3922,215477,2
3923,215486,1
3924,215494,1
3925,215507,1
3926,215684,0
3927,216292,2
3928,216324,1
3929,216325,1
3930,216404,2
3931,216429,2
3932,216583,2
3933,217414,1
3934,219034,2
3935,219323,2
3936,219326,1
3937,22000004,1
3938,22000027,2
3939,22000137,1
3940,22000142,0
3941,22000232,0
3942,22004284,0
3943,22005154,2
3944,22005692,0
3945,22005768,0
3946,22005956,0
3947,22006963,0
3948,22009665,2
3949,22010424,1
3950,22010503,1
3951,22010650,1
3952,22010713,1
3953,22011264,2
3954,22011607,2
3955,22011827,0
3956,22012657,2
3957,22014038,0
3958,22014214,0
3959,22014251,0
3960,22014967,1
3961,22015062,0
3962,22015832,1
3963,22016676,0
3964,22018062,2
3965,22018098,0
3966,22019009,1
3967,22020156,1
3968,22023471,0
3969,22023482,1
3970,22024175,1
3971,22025144,1
3972,22027858,0
3973,22027995,2
3974,22028033,1
3975,22028104,2
3976,22031487,1
3977,22032779,1
3978,22032897,2
3979,22033240,0
3980,22033678,2
3981,22033685,0
3982,22034002,0
3983,22034939,2
3984,22036022,0
3985,22036126,2
3986,22036821,2
3987,22037127,1
3988,22037692,2
3989,22038022,0
3990,22038111,0
3991,22038359,2
3992,22038431,2
3993,22038599,2
3994,22038602,2
3995,22039594,1
3996,22039912,1
3997,22040333,1
3998,22040364,2
3999,22041889,0
4000,22042420,0
4001,22042612,0
4002,22042697,0
4003,22042725,1
4004,22042944,1
4005,22052853,1
4006,22052854,2
4007,22053586,1
4008,22054555,1
4009,22054684,1
4010,22055000,2
4011,22055704,0
4012,22055914,2
4013,22056697,0
4014,22056815,2
4015,22057719,0
4016,22058222,1
4017,22058730,2
4018,22059528,2
4019,22059539,0
4020,22059820,2
4021,22059941,0
4022,22060233,2
4023,22060234,0
4024,22060250,2
4025,22060356,1
4026,22060389,2
4027,22062137,2
4028,22063452,2
4029,22063518,0
4030,22063629,2
4031,22063809,2
4032,22063885,2
4033,22063886,2
4034,22063990,2
4035,22064114,2
4036,22064129,2
4037,22064302,2
4038,22064701,2
4039,22064859,2
4040,22064887,2
4041,22066707,2
4042,22067152,2
4043,22067236,2
4044,22067299,2
4045,22067537,2
4046,22067634,2
4047,22067703,2
4048,22067838,2
4049,22067842,2
4050,22067883,2
4051,22067894,2
4052,22067977,2
4053,22068233,2
4054,22068314,2
4055,22068408,2
4056,22070352,2
4057,22070431,1
4058,22071404,1
4059,22071508,2
4060,22071547,1
4061,22071838,2
4062,22072055,2
4063,23002301,2
4064,23003125,2
4065,23005122,1
4066,23005466,1
4067,23006662,2
4068,23007271,1
4069,23007687,0
4070,23007723,0
4071,23008297,1
4072,23008311,2
4073,23008984,1
4074,23009727,2
4075,23010006,1
4076,23010587,1
4077,2301070,0
4078,23010708,1
4079,23011120,1
4080,23011123,1
4081,23011190,1
4082,23011429,1
4083,23011518,1
4084,23012667,1
4085,23013428,1
4086,23013830,1
4087,23013860,1
4088,23013904,2
4089,23016592,0
4090,23017158,0
4091,23019672,2
4092,23020533,1
4093,23020612,2
4094,23021260,0
4095,23021265,0
4096,23022617,2
4097,23022636,2
4098,23023277,0
4099,23023362,0
4100,23024867,1
4101,23024876,1
4102,23024886,1
4103,23025679,1
4104,23027161,1
4105,23027328,1
4106,23027838,1
4107,23028109,1
4108,23028678,2
4109,23028783,1
4110,23029167,1
4111,23029215,1
4112,23029298,1
4113,23029737,1
4114,23030006,1
4115,23031882,1
4116,23032487,0
4117,23033702,0
4118,23033705,0
4119,23033770,2
4120,23034087,0
4121,23034114,0
4122,23034125,2
4123,23034485,1
4124,23034564,1
4125,23034727,2
4126,23034867,2
4127,23034868,1
4128,23035250,1
4129,23035756,0
4130,23035923,0
4131,23036441,1
4132,23036836,1
4133,23038452,1
4134,23038949,2
4135,23039192,1
4136,23039371,1
4137,23041250,1
4138,23041459,1
4139,23042052,1
4140,23042519,0
4141,23043147,0
4142,23043812,1
4143,23044301,1
4144,23044539,2
4145,23044913,1
4146,23044921,1
4147,23045037,1
4148,23045072,1
4149,23045294,1
4150,23045449,1
4151,23045472,1
4152,23045507,1
4153,23045838,1
4154,23046162,1
4155,23047403,1
4156,23047887,2
4157,23048044,0
4158,23048464,0
4159,23050579,1
4160,23050596,1
4161,23051095,1
4162,23051533,1
4163,23051618,1
4164,23051974,1
4165,23052026,1
4166,23052132,0
4167,23052134,1
4168,23052183,2
4169,23052239,1
4170,23055729,0
4171,23055737,0
4172,23055796,1
4173,23056483,2
4174,23056515,0
4175,23056536,0
4176,23057595,2
4177,23057700,2
4178,23060753,0
4179,23062365,0
4180,23062474,2
4181,23062573,1
4182,23062649,0
4183,23064403,0
4184,23064480,1
4185,23064591,1
4186,23064882,1
4187,23066008,2
4188,23070196,1
4189,23070271,1
4190,23070275,1
4191,23070585,1
4192,23070958,1
4193,23071691,1
4194,23071699,1
4195,23072864,0
4196,23073413,2
4197,23074994,1
4198,23075069,1
4199,23078317,0
4200,23078521,1
4201,23078690,0
4202,23078785,2
4203,23078889,1
4204,23078925,1
4205,23079103,1
4206,23079247,0
4207,23079249,1
4208,23079250,1
4209,23079335,1
4210,23079776,0
4211,23080083,0
4212,23080765,2
4213,23080871,1
4214,23080908,1
4215,23081301,1
4216,23081315,1
4217,23081558,0
4218,23081585,0
4219,23082665,1
4220,23082957,1
4221,23083111,1
4222,23083583,1
4223,23083592,1
4224,23083819,2
4225,23083891,2
4226,23083897,1
4227,23083912,2
4228,23084281,2
4229,23084760,2
4230,23084769,2
4231,23086531,1
4232,23090790,1
4233,23092840,0
4234,23093231,1
4235,23093734,2
4236,23094026,1
4237,23094488,1
4238,23097314,2
4239,23098831,0
4240,23099856,1
4241,23100511,1
4242,23100755,2
4243,23100990,1
4244,23101208,1
4245,23101517,1
4246,23105316,0
4247,23106089,0
4248,23106308,1
4249,23107358,1
4250,23107378,1
4251,23107516,1
4252,23107774,1
4253,23107926,1
4254,23108018,1
4255,23108130,2
4256,23108383,1
4257,23108388,1
4258,23109096,2
4259,23109130,1
4260,23109211,1
4261,23109580,1
4262,23110781,2
4263,23110987,1
4264,23112022,1
4265,23112085,1
4266,23112116,1
4267,23112120,1
4268,23112141,1
4269,23112745,0
4270,23113791,1
4271,23114046,0
4272,23114323,1
4273,23116634,1
4274,23116641,1
4275,23116646,1
4276,23116659,1
4277,23116666,1
4278,23117589,0
4279,23118550,1
4280,23118862,1
4281,23119474,2
4282,23119788,1
4283,23120156,2
4284,23120269,1
4285,23120279,1
4286,23120643,1
4287,23123559,0
4288,23124012,2
4289,23126419,1
4290,23127152,1
4291,23127718,2
4292,23127722,2
4293,23127728,0
4294,23127751,0
4295,23127918,0
4296,23128102,2
4297,23128132,0
4298,23128152,0
4299,23128187,2
4300,23128346,0
4301,23128348,2
4302,23132016,2
4303,23132637,1
4304,23132642,1
4305,23133948,1
4306,23134174,0
4307,23134373,0
4308,23134375,2
4309,23134621,1
4310,23136969,1
4311,23136970,1
4312,23136984,1
4313,23137012,1
4314,23137076,1
4315,23137078,1
4316,23137091,1
4317,23137111,1
4318,23137151,1
4319,23137257,2
4320,23137281,1
4321,23137283,1
4322,23139366,2
4323,23139376,2
4324,23139391,1
4325,23139394,1
4326,23139396,2
4327,23139399,1
4328,23139403,2
4329,23139442,1
4330,23139459,1
4331,23140074,2
4332,23141123,1
4333,23141497,1
4334,23142077,1
4335,23142079,1
4336,23142344,1
4337,23143315,1
4338,23143319,1
4339,23143510,1
4340,23143758,1
4341,23143775,1
4342,23143915,2
4343,23143976,1
4344,23144050,1
4345,23144051,1
4346,23144269,1
4347,23148358,2
4348,23148505,1
4349,23149024,1
4350,23149025,1
4351,23149041,1
4352,23149043,1
4353,23149604,2
4354,23149671,1
4355,23150719,0
4356,23152921,1
4357,23152930,1
4358,23152962,1
4359,23153051,1
4360,23153548,1
4361,23155093,2
4362,23155553,0
4363,23155590,0
4364,23155808,2
4365,23157930,0
4366,23157933,2
4367,23158014,0
4368,23158066,2
4369,23162982,2
4370,23163716,1
4371,23163717,1
4372,23164268,1
4373,23164331,1
4374,23164392,1
4375,23164407,1
4376,23164430,1
4377,23165302,1
4378,23165612,1
4379,23166195,0
4380,23166291,0
4381,23166292,2
4382,23166404,2
4383,23166485,2
4384,23166931,2
4385,23166932,2
4386,23167067,0
4387,23167227,0
4388,23167336,0
4389,23167514,0
4390,23167515,0
4391,23167890,0
4392,23168002,0
4393,23168252,2
4394,23168501,2
4395,23170268,1
4396,23170493,1
4397,23170991,1
4398,23170998,1
4399,23171170,1
4400,23171255,1
4401,23171256,1
4402,23171259,1
4403,23171482,1
4404,23171777,2
4405,23171866,1
4406,23172228,1
4407,23176874,0
4408,23176912,1
4409,23177010,1
4410,23177423,2
4411,23177435,1
4412,23177490,1
4413,23177617,1
4414,23177727,1
4415,23177830,1
4416,23177835,1
4417,23178211,1
4418,23178261,1
4419,23178270,1
4420,23178684,1
4421,23178686,2
4422,23179429,1
4423,23179976,2
4424,23179979,1
4425,23179986,2
4426,23180041,1
4427,23180050,1
4428,23180057,2
4429,23180068,1
4430,23180112,2
4431,23180113,2
4432,23180160,1
4433,23180177,1
4434,23180179,1
4435,23180200,1
4436,23180277,1
4437,23180291,1
4438,23181141,1
4439,23181344,1
4440,23181641,1
4441,23181725,1
4442,23181728,2
4443,23181913,2
4444,23181914,1
4445,23181925,1
4446,23182024,1
4447,23185102,1
4448,23185406,2
4449,23186354,2
4450,23187796,1
4451,23187806,1
4452,23187875,1
4453,23187876,1
4454,23187907,1
4455,23188175,1
4456,23188181,2
4457,23188228,1
4458,23188233,1
4459,23189455,2
4460,23189470,2
4461,23189511,1
4462,23189763,2
4463,23189904,2
4464,23190960,0
4465,23191007,0
4466,23192025,0
4467,23195450,1
4468,23196244,1
4469,23196274,1
4470,23196753,1
4471,23196807,1
4472,23197177,2
4473,23199531,0
4474,23199767,1
4475,23200167,2
4476,23200183,1
4477,23200241,1
4478,23200250,1
4479,23200251,1
4480,23200252,1
4481,23200256,1
4482,23200260,1
4483,23201341,1
4484,23201354,1
4485,23201480,1
4486,23202054,1
4487,23202060,1
4488,23202150,1
4489,23202213,1
4490,23202249,1
4491,23202375,1
4492,23202425,1
4493,23202530,1
4494,23202891,1
4495,23202901,1
4496,23202907,1
4497,23203159,1
4498,23203263,1
4499,23203407,1
4500,23203760,1
4501,23204230,1
4502,23204470,1
4503,23208478,0
4504,23208480,0
4505,23208513,2
4506,23208575,2
4507,23208576,0
4508,23210724,0
4509,23211157,0
4510,23211340,2
4511,23211342,1
4512,23214110,1
4513,23214112,2
4514,23214115,1
4515,23214129,2
4516,23214131,2
4517,23220657,2
4518,23220937,1
4519,23220974,1
4520,23220995,1
4521,23220996,1
4522,23220997,1
4523,23221017,1
4524,23221052,1
4525,23221066,2
4526,23221067,2
4527,23221068,1
4528,23221070,0
4529,23221076,1
4530,23221108,1
4531,23221158,1
4532,23222379,1
4533,23222397,1
4534,23222406,1
4535,23222506,1
4536,23222512,1
4537,23222519,1
4538,23222699,1
4539,23222801,1
4540,23222851,1
4541,23222853,1
4542,23222869,1
4543,23222888,1
4544,23222896,1
4545,23222898,1
4546,23222901,2
4547,23222903,1
4548,23222908,1
4549,23222910,2
4550,23222953,2
4551,23222959,1
4552,23222967,2
4553,23223822,1
4554,23224210,1
4555,23227502,2
4556,23227648,0
4557,23228032,1
4558,23228086,1
4559,23228470,1
4560,23228897,1
4561,23229688,1
4562,23230228,2
4563,23230242,1
4564,23232281,1
4565,23232701,1
4566,23232835,2
4567,23233183,2
4568,23233238,2
4569,23233307,0
4570,23239005,1
4571,23239764,0
4572,23240044,0
4573,23240155,0
4574,23240505,2
4575,23242779,2
4576,23245775,0
4577,23246379,0
4578,23248113,0
4579,23248118,0
4580,23248120,0
4581,23248146,0
4582,23249544,1
4583,23249545,2
4584,23249546,2
4585,23249603,2
4586,23250047,1
4587,23251561,2
4588,23251623,1
4589,23251651,1
4590,23251653,1
4591,23251680,1
4592,23251786,1
4593,23251824,1
4594,23251828,1
4595,23252209,0
4596,23252214,0
4597,23252220,2
4598,23252945,2
4599,23253561,2
4600,23253924,2
4601,23253958,2
4602,23254095,0
4603,23255600,2
4604,23257797,1
4605,23257805,1
4606,23257985,1
4607,23257992,1
4608,23258024,1
4609,23258090,1
4610,23258192,1
4611,23258197,1
4612,23258199,1
4613,23258253,1
4614,23258256,1
4615,23258295,1
4616,23258296,1
4617,23258297,1
4618,23258298,1
4619,23258301,1
4620,23258306,1
4621,23258401,1
4622,23258402,1
4623,23258467,1
4624,23258472,1
4625,23258604,2
4626,23258671,1
4627,23258788,1
4628,23258792,1
4629,23258905,1
4630,23258910,1
4631,23258955,1
4632,23259063,2
4633,23259072,1
4634,23259281,1
4635,23259415,1
4636,23259504,1
4637,23260421,0
4638,23263361,1
4639,23263881,1
4640,23264515,1
4641,23265043,1
4642,23265218,1
4643,23265399,1
4644,23265400,1
4645,23265564,1
4646,23265580,1
4647,23267134,1
4648,23267186,2
4649,23267339,1
4650,23267423,1
4651,23267424,2
4652,23267436,1
4653,23267479,1
4654,23267480,1
4655,23267482,1
4656,23267495,1
4657,23267581,1
4658,23267658,1
4659,23267663,1
4660,23267731,1
4661,23267780,0
4662,23267806,1
4663,23267807,1
4664,23267936,1
4665,23267937,1
4666,23267939,1
4667,23267940,1
4668,23267942,1
4669,23268148,1
4670,23268290,1
4671,23268295,1
4672,23268449,1
4673,23268565,1
4674,23268569,1
4675,23268703,1
4676,23268712,1
4677,23268715,1
4678,23268833,0
4679,23269673,1
4680,23269674,1
4681,23269680,1
4682,23269681,1
4683,23269686,1
4684,23269823,1
4685,23269824,1
4686,23269826,1
4687,23270002,1
4688,23270081,1
4689,23270093,1
4690,23270150,1
4691,23270192,2
4692,23270193,1
4693,23270197,1
4694,23270269,1
4695,23270312,1
4696,23270358,1
4697,23270360,1
4698,23270364,1
4699,23270365,1
4700,23270370,1
4701,23270376,1
4702,23270378,1
4703,23270435,1
4704,23270453,1
4705,23270491,1
4706,23270494,1
4707,23270505,1
4708,23273720,2
4709,23276450,1
4710,23276460,1
4711,23276462,1
4712,23276465,1
4713,23276521,2
4714,23276591,1
4715,23276797,1
4716,23276808,1
4717,23276937,1
4718,23276948,1
4719,23276951,1
4720,23276955,1
4721,23277004,1
4722,23277022,1
4723,23277023,1
4724,23277032,1
4725,23277033,1
4726,23277125,1
4727,23277138,1
4728,23277142,1
4729,23277190,1
4730,23277193,1
4731,23277202,1
4732,23277222,1
4733,23277224,1
4734,23277226,1
4735,23277229,1
4736,23277288,1
4737,23277290,1
4738,23277323,1
4739,23277326,1
4740,23277448,1
4741,23277455,1
4742,23277490,1
4743,23282362,2
4744,23285154,1
4745,23285232,1
4746,23285302,2
4747,23285308,1
4748,23285310,1
4749,23285315,1
4750,23286280,1
4751,23286282,1
4752,23286283,2
4753,23287627,2
4754,23288297,2
4755,23288387,2
4756,23289228,1
4757,23289274,1
4758,23289353,1
4759,23294531,1
4760,23294535,1
4761,23295712,2
4762,23300336,1
4763,23300338,1
4764,23300578,1
4765,23301374,1
4766,23301627,1
