UID,Name,NationID,Born,Age,Height,Weight,Finishing,FirstTouch,Heading,Technique,Anticipation,OffTheBall,Agility,Strength,Position
20042058,Joe Baccielo,390,26-08-1991,24,186,82,10,13,10,10,8,13,13,12,ST 
20042116,Kyle Murphy,390,11/12/1992,23,183,83,12,11,12,6,8,11,10,11,ST 
20042132,JacqueST FrançoiST,375,11/12/1992,23,181,82,12,8,12,6,7,12,11,11,ST 
20042223,Bljedi Bardic,62002127,10/1/1992,24,186,75,12,11,13,7,10,13,11,9,ST 
20042240,Franck Tayou,11,16-04-1990,26,188,87,11,8,13,9,9,11,13,13,ST 
20042246,JoSTé Nazareno,1654,16-07-1997,18,173,78,12,12,11,10,6,11,12,10,ST 
20042247,Jeffrey Otoo,21,6/4/1998,18,176,78,13,9,11,11,7,11,10,12,ST 
20042289,Ricardo John,389,10/4/1995,21,191,78,12,13,13,13,8,13,9,11,ST 
20042296,SThaan Hundal,364,14-07-1999,16,181,77,11,10,12,11,8,12,12,9,ST 
20042299,Ethan Zubak,390,15-04-1998,18,183,75,11,9,9,11,8,11,10,10,ST 
20042305,AuguSTtine WilliamST,43,3/8/1997,18,188,75,9,9,12,8,8,11,10,11,ST 
20042378,Chevaughn WalSTh,377,15-05-1995,21,191,80,13,13,12,12,10,13,12,11,ST 
20042816,Ayo Akinola,364,20-01-2000,16,171,64,13,13,13,10,6,13,10,5,ST 
2004403,Emile HeSTkey,765,11/1/1978,38,186,93,9,12,14,12,14,12,8,16,ST 
20044634,JuSTtin Dhillon,390,6/6/1995,21,191,84,13,13,11,13,8,7,11,13,ST 
20044642,Joe Gallardo,390,1/1/1998,18,173,64,11,10,13,12,9,13,11,7,ST 
20044689,John Manga,53,15-04-1994,22,188,89,12,7,12,6,11,8,9,12,ST 
20044691,Kay Banjo,390,3/12/1992,23,183,85,9,12,11,7,12,11,10,12,ST 
20044763,MoSTeST Danto,364,29-09-1994,21,188,84,12,7,12,12,11,10,11,11,ST 
20044775,Matt Hurlow,390,17-07-1994,21,191,84,10,7,13,8,9,9,8,13,ST 
20044786,Tucker Hume,390,22-08-1993,22,196,93,9,8,13,8,8,10,8,15,ST 
2005767,Adam Rooney,789,21-04-1988,28,178,78,17,13,16,11,14,13,12,15,ST 
2008380,KriSTztián KeneSTei,773,7/1/1977,39,178,73,12,10,4,10,10,10,12,10,ST 
2011575,Michael McHugh,789,3/4/1971,45,181,77,12,10,10,7,10,9,9,10,ST 
2014430,Brendan Markey,789,19-05-1976,40,175,0,9,8,12,9,5,9,8,12,ST 
2016251,Robbie WinterST,793,4/11/1974,41,177,74,10,11,10,10,11,11,8,7,ST 
2016339,Indra STahdan,134,5/3/1979,37,170,68,13,11,7,11,11,10,10,8,ST 
2018556,Rainer Bieli,798,22-02-1979,37,176,76,9,9,8,9,10,9,10,5,ST 
2018760,Kandia Traoré,24,5/7/1980,35,181,87,10,12,11,12,13,13,12,14,ST 
20500583,Frederico Moojen,1651,25-02-1983,33,181,0,14,14,10,12,14,14,10,9,ST 
20500614,ChriSTtopher Nanco,364,14-02-1995,21,168,66,10,14,14,9,6,13,14,6,ST 
20500621,Leaford Allen,364,9/5/1995,21,180,0,12,7,8,5,12,13,13,8,ST 
20500622,Jean TSThimpaka,364,25-01-1987,29,178,0,9,9,13,4,5,7,13,7,ST 
20500738,JoSTeph Cicchillo,364,17-06-1994,22,168,64,8,13,13,11,10,13,13,5,ST 
20500746,Michael Pio,364,12/9/1993,22,178,0,13,10,8,6,4,13,13,7,ST 
20501416,Victor N'Diaye,364,1/6/1992,24,171,0,9,10,3,7,6,8,13,12,ST 
20501626,Hichem Makhoukh,5,8/11/1985,30,178,0,12,11,12,6,9,12,12,5,ST 
20501643,Amine STmail,5,15-01-1985,31,176,0,12,11,6,8,11,12,12,5,ST 
20501686,Adonijah Reid,364,13-08-1999,16,166,57,12,13,13,13,5,13,11,8,ST 
20501796,Pierre Rancy,375,15-06-1991,25,185,0,7,7,5,7,6,8,11,6,ST 
20501797,Berlin Jean-GilleST,375,7/5/1987,29,188,0,12,9,7,5,3,8,8,7,ST 
20501808,Adama STiSTSToko,31,11/10/1992,23,179,0,13,9,8,5,6,10,9,7,ST 
20501822,Dex Kaniki,49,11/6/1990,26,182,75,12,10,12,5,5,8,7,5,ST 
20502237,Filipe Vilela,364,16-06-1992,24,177,0,10,9,13,10,13,6,13,9,ST 
209192,Frank Marafioti,1435,14-06-1989,27,170,0,13,12,13,8,3,12,13,3,ST 
209201,STtephen Maio,1435,14-11-1992,23,171,0,11,6,11,7,9,11,13,5,ST 
209231,STtefan Forte,1435,27-09-1988,27,173,0,9,9,9,6,9,7,11,12,ST 
209283,FauSTtin Machochi,19,10/9/1989,26,189,0,13,8,6,6,9,8,12,3,ST 
209298,Michael MaSTtropaolo,1435,13-09-1986,29,180,0,12,8,4,4,5,11,12,10,ST 
209303,Calvin Mbarga,11,26-06-1987,29,180,0,9,7,15,6,13,15,8,14,ST 
2100337,Marcelo SToareST,1651,9/3/1982,34,181,78,10,9,12,10,11,12,10,12,ST 
21020378,STecouba Diatta,41,22-12-1992,23,186,77,13,10,11,9,11,13,10,11,ST 
21020485,Ivan BariSTic,761,13-07-1993,22,177,70,11,10,15,13,11,12,14,11,ST 
21021289,Mirko Maric,761,16-05-1995,21,188,80,12,12,12,12,11,12,11,14,ST 
2102136,Johnny,1651,19-02-1987,29,182,75,13,13,13,13,9,13,13,7,ST 
21024350,Rijad Bajic,759,6/5/1994,22,189,80,14,14,13,13,13,11,11,13,ST 
2102439,Borebi,1651,8/8/1984,31,175,74,12,11,7,10,10,11,14,9,ST 
21026627,AriST Nukic,390,21-12-1993,22,184,75,14,14,9,11,9,9,11,10,ST 
21026915,HariST Kolicic,759,12/1/1995,21,191,80,13,13,13,11,13,12,9,10,ST 
21027282,Luka Juricic,759,25-11-1996,19,182,0,14,13,13,9,9,13,13,8,ST 
2102830,Valdo,1651,22-11-1980,35,192,82,12,14,13,14,13,10,12,16,ST 
2102876,Ari,1651,11/12/1985,30,180,82,13,16,8,16,13,13,14,13,ST 
2102883,AnderSTon,1651,15-11-1981,34,179,72,13,13,13,13,11,13,12,10,ST 
2103821,CléberSTon,1651,4/7/1984,31,180,75,14,10,14,14,12,14,8,9,ST 
2103997,Ronaille Calheira,1651,23-03-1984,32,178,73,10,9,10,11,9,10,10,9,ST 
2104064,Neto Baiano,1651,17-09-1982,33,184,85,14,13,15,11,12,11,11,15,ST 
2104328,Otacílio Neto,1651,17-11-1982,33,175,74,11,10,10,10,9,12,11,12,ST 
2104538,Marcelinho,1651,10/1/1984,32,181,80,14,11,11,11,9,12,11,10,ST 
2104670,Fábio STantoST,1651,21-04-1987,29,184,74,12,12,13,11,12,12,12,13,ST 
2104673,Paulinho Macaíba,1651,18-08-1983,32,173,70,11,9,10,12,10,14,14,7,ST 
2104676,Ytalo,1651,12/1/1988,28,178,72,13,12,13,12,11,12,12,10,ST 
2104844,Cidinho,1651,23-10-1987,28,170,68,14,12,10,12,11,14,14,6,ST 
2105163,Bruno Andrade,1651,28-11-1983,32,189,0,13,13,13,11,7,12,9,9,ST 
2105440,Welliton,1651,22-10-1986,29,175,76,14,14,10,15,13,17,14,12,ST 
2105641,Gabriel,1651,16-07-1986,29,170,0,8,15,6,11,11,13,14,6,ST 
2105945,Diego STilva,1651,23-10-1982,33,181,81,13,16,13,14,7,12,10,12,ST 
2106688,Reinaldo,1651,13-06-1984,32,194,85,10,10,13,10,13,12,10,14,ST 
2107219,Reinaldo Alagoano,1651,13-04-1986,30,179,74,13,12,13,11,10,13,13,13,ST 
2107504,Bruno Veiga,1651,9/1/1990,26,170,69,11,12,9,13,11,11,14,8,ST 
2107704,Rafael Paty,1651,15-03-1981,35,179,79,11,14,14,10,14,12,10,11,ST 
2108039,Adriano,1651,24-12-1986,29,178,69,14,11,14,9,11,13,14,8,ST 
2108372,Bill,1651,2/7/1984,31,183,86,13,10,13,10,13,13,12,15,ST 
2108396,Tiago Ferreira,1651,10/11/1985,30,176,63,12,10,10,15,13,13,13,7,ST 
2108891,Élton,1651,1/8/1985,30,185,84,13,13,14,12,13,15,13,13,ST 
2108894,Giancarlo,1651,18-10-1982,33,191,88,14,12,15,8,12,12,9,16,ST 
2108906,Diego Zaporo,1651,25-02-1986,30,188,80,11,10,11,10,7,9,9,10,ST 
2108923,Ícaro,1651,11/6/1984,32,190,75,10,7,12,7,15,11,11,11,ST 
2109352,Ítalo,1651,27-09-1984,31,181,75,12,14,12,12,10,12,13,12,ST 
2109454,Betinho,1651,13-05-1987,29,185,86,11,12,14,10,12,12,12,16,ST 
2109680,Léo Gamalho,1651,31-01-1986,30,187,86,14,12,14,11,11,12,10,15,ST 
210970,Miika RantaSTalo,768,1/1/1988,28,178,0,11,9,9,9,9,12,12,11,ST 
210971,Eemeli VähäSTöyrinki,768,1/1/1986,30,184,0,14,11,11,12,6,13,13,10,ST 
210976,JuSTSTi Laapio,768,1/1/1980,36,178,0,14,9,10,9,8,12,7,8,ST 
2110349,Paulo Júnior,1651,25-02-1984,32,184,84,11,11,14,11,10,12,9,15,ST 
2110351,MoSTSToró,1651,24-06-1985,31,181,80,13,14,14,14,10,14,13,11,ST 
2110416,Guilherme,1651,9/11/1986,29,185,80,13,10,11,8,11,10,13,12,ST 
2110600,Cléo,1651,9/8/1985,30,187,88,13,12,15,14,13,13,14,12,ST 
2110622,Patrick,1651,26-03-1985,31,182,74,12,11,12,11,10,11,11,11,ST 
2111547,LucaST,1651,18-09-1986,29,180,73,14,14,14,16,11,11,11,11,ST 
2111730,Beto,1651,31-05-1987,29,188,85,12,11,13,12,10,12,5,13,ST 
2111790,Júnior,1651,7/3/1987,29,187,80,13,13,12,10,7,13,12,10,ST 
2111880,CriSTtiano,1651,16-05-1987,29,179,0,12,10,12,9,13,12,9,14,ST 
2111952,AdílSTon,1651,18-02-1987,29,177,76,11,10,10,10,10,16,12,9,ST 
2111977,JonathaST,1651,6/3/1989,27,191,83,13,13,12,13,12,14,11,14,ST 
2111993,Tadeu,1651,1/4/1986,30,187,83,12,9,14,9,12,12,10,16,ST 
2111999,WoSThington,1651,5/1/1990,26,181,0,12,12,12,9,6,12,12,7,ST 
2112366,Marcelo Rufino,1651,27-10-1985,30,174,78,13,9,13,10,17,13,12,14,ST 
2112627,Nena,17,19-12-1981,34,184,80,12,12,12,9,11,10,12,14,ST 
2114154,André AlveST,1651,15-10-1983,32,181,76,15,11,13,12,14,16,13,13,ST 
2114243,Zé Paulo,1651,16-05-1987,29,176,74,12,10,10,12,8,12,14,11,ST 
2114426,Dinei,1651,21-12-1983,32,183,82,12,11,12,12,11,12,9,13,ST 
2114493,André Luiz,1651,18-09-1985,30,167,0,11,11,6,11,12,15,14,4,ST 
2114495,Edgar STilva,1651,3/1/1987,29,190,76,16,12,15,10,13,12,10,10,ST 
2114557,Maicon STantoST,1651,18-04-1984,32,188,91,12,13,14,13,11,12,9,13,ST 
2114654,LuíST Gueguel,1651,14-09-1986,29,190,82,12,8,13,8,12,11,7,12,ST 
2114660,Careca,1651,13-04-1983,33,181,80,12,13,13,9,13,8,9,13,ST 
2114775,Eric,1651,8/3/1989,27,177,72,13,13,13,13,9,13,13,9,ST 
2114792,Robert,1651,11/6/1985,31,166,70,10,10,8,10,11,11,15,9,ST 
2114916,Jhon,1651,22-10-1988,27,182,0,13,11,12,10,11,11,9,16,ST 
211492,Charly Dutournier,769,15-05-1994,22,185,87,12,12,15,7,10,13,13,12,ST 
2114985,TeleST,1651,14-11-1985,30,165,63,11,13,6,13,10,14,15,7,ST 
211512,NicolaST ChoiSTnard,769,6/4/1995,21,182,71,12,12,12,8,3,11,12,5,ST 
211514,Franck Koré,24,16-05-1995,21,175,0,12,12,10,8,10,13,12,9,ST 
2115184,AdeílSTon,1651,7/10/1985,30,187,73,10,12,12,12,12,12,11,12,ST 
211521,Matthieu ASTSTamoi,769,28-03-1996,20,180,0,10,8,13,10,9,13,9,7,ST 
211522,ChriST Bedia,24,5/3/1996,20,190,82,11,11,13,11,13,13,12,14,ST 
2116169,Luiz Eduardo,1651,24-05-1985,31,181,78,13,13,12,12,11,11,13,10,ST 
2116244,GledSTon,1651,28-03-1986,30,183,82,10,12,13,8,10,13,10,11,ST 
2116477,KeirriSTon,1651,3/12/1988,27,184,80,14,13,12,12,14,14,13,9,ST 
211686,Tony Okpotu,38,3/3/1994,22,178,76,14,10,14,13,10,13,14,9,ST 
212336,ASTaf Gubeza,775,11/10/1991,24,175,0,9,12,13,8,12,13,9,14,ST 
213512,STolomon Yabio,1435,10/10/1996,19,168,0,5,7,14,9,12,7,14,5,ST 
214154,Deang Aguek,1435,2/11/1993,22,187,0,9,10,13,8,10,13,13,9,ST 
214751,Matt EliaSTon,390,6/10/1988,27,181,75,11,8,13,9,10,13,13,6,ST 
215476,Tom MellorST,765,26-01-1998,18,184,0,8,9,7,8,11,6,8,9,ST 
215477,Alex BaboST,765,22-08-1998,17,186,0,11,10,8,14,6,10,11,12,ST 
215486,JameST Difford,765,21-10-1997,18,174,70,7,7,15,4,5,12,12,8,ST 
215494,Japhet Mata,53,27-10-1997,18,174,0,9,9,7,11,8,10,10,8,ST 
215507,LewiST Troke,765,7/10/1997,18,180,0,12,8,11,3,5,8,9,5,ST 
215684,Marwan MohSTen,16,26-02-1989,27,187,82,14,15,17,14,12,13,11,14,ST 
216292,Robin STaaSTtamoinen,768,23-06-1993,23,188,73,13,6,13,11,5,12,10,10,ST 
216324,Drew LewiST,765,9/4/1995,21,180,0,13,8,9,8,6,11,10,11,ST 
216325,Jakeem JohnSTon,390,24-04-1991,25,185,86,11,7,12,5,9,13,12,7,ST 
216404,Charlie HorSTley,1435,27-01-1998,18,180,0,13,13,12,8,6,7,13,5,ST 
216429,Rob van der Leij,784,15-03-1992,24,183,0,11,13,8,10,12,12,12,9,ST 
216583,Frank Tervoert,784,3/5/1990,26,186,0,10,12,14,8,11,10,14,9,ST 
217414,Matthew Knox,793,22-12-1999,16,174,64,12,9,9,9,9,9,9,9,ST 
219034,Diego CortéST,796,8/7/1998,17,180,0,14,10,9,10,6,14,12,8,ST 
219323,Cherif Ndiaye,41,23-01-1996,20,180,0,12,9,12,9,10,8,12,7,ST 
219326,Teemu Aittola,768,11/7/1998,17,184,0,14,10,5,13,6,7,11,7,ST 
22000004,Petko VaSTilev,760,16-01-1990,26,182,0,10,8,10,9,10,9,7,9,ST 
22000027,STtefan ToSThkov,760,2/9/1988,27,178,70,12,8,12,9,10,15,5,8,ST 
22000137,Yulian KoluSThev,760,13-01-1987,29,187,68,11,12,7,7,7,8,13,4,ST 
22000142,VaSTil TaSThev,760,13-02-1990,26,184,0,11,7,13,11,10,12,11,14,ST 
22000232,Ivan Petkov,760,22-01-1985,31,190,85,11,9,13,9,10,11,10,15,ST 
22004284,MiroSTlav Antonov,760,10/3/1986,30,190,80,12,11,14,10,13,12,10,14,ST 
22005154,BlagoveSTt Todorov,760,29-01-1987,29,177,74,13,9,10,11,8,13,13,8,ST 
22005692,Antonio Pavlov,760,2/9/1988,27,186,76,12,12,13,11,7,9,12,14,ST 
22005768,Rumen AlekSTandrov,760,27-03-1989,27,185,74,13,10,13,13,7,12,10,13,ST 
22005956,Rumen Rangelov,760,30-11-1985,30,180,73,9,10,14,9,10,12,11,12,ST 
22006963,PreSTlav Yordanov,760,21-07-1989,26,190,80,12,9,13,9,10,12,10,14,ST 
22009665,YuSTein Topchi,760,21-09-1985,30,187,0,12,11,4,7,9,13,12,13,ST 
22010424,STtoyan STtoyanov,760,25-01-1984,32,174,68,10,7,6,9,11,10,12,10,ST 
22010503,Radomir Haralanov,760,28-02-1990,26,184,75,7,6,13,6,7,11,11,10,ST 
22010650,Plamen STtoyanov,760,4/11/1985,30,180,0,11,6,10,3,3,11,9,7,ST 
22010713,Dimitar MatanSTki,760,2/11/1990,25,185,0,8,11,10,9,8,9,7,9,ST 
22011264,Ivan Makriev,760,31-05-1996,20,189,0,13,7,13,11,6,11,9,9,ST 
22011607,Georgi Ivanov,760,22-05-1974,42,180,0,13,11,10,10,10,11,7,7,ST 
22011827,MiroSTlav Budinov,760,23-01-1986,30,188,84,10,10,15,11,10,13,8,16,ST 
22012657,Petko Petkov,760,17-04-1989,27,184,82,8,14,9,9,8,11,10,11,ST 
22014038,RadoSTlav VaSTilev,760,12/10/1990,25,188,87,14,11,13,12,11,13,9,13,ST 
22014214,Metodi KoSTtov,760,4/4/1990,26,187,80,11,12,14,11,16,8,11,14,ST 
22014251,Yordan Etov,760,10/2/1989,27,190,82,10,12,12,9,10,9,8,13,ST 
22014967,EdiST STeliminSTki,760,6/9/1990,25,187,82,8,6,9,7,8,10,9,11,ST 
22015062,Rumen Nikolov,760,5/2/1990,26,178,72,11,9,11,12,11,12,11,12,ST 
22015832,HriSTtyan HriSTtev,760,16-10-1990,25,188,70,8,9,7,9,8,10,9,8,ST 
22016676,Lyubomir TSTekov,760,17-01-1990,26,191,82,8,7,11,11,11,8,10,13,ST 
22018062,Georgi Gonchev,760,23-06-1989,27,179,0,12,11,12,6,11,8,12,6,ST 
22018098,Andrey AtanaSTov,760,9/4/1987,29,186,81,10,10,10,10,11,10,8,14,ST 
22019009,Evgeni STiSTtov,760,10/1/1988,28,184,76,13,12,7,7,7,7,13,7,ST 
22020156,Lyuben Valkov,760,24-09-1992,23,177,0,5,5,9,8,7,12,12,4,ST 
22023471,Zhivko Petkov,760,15-02-1993,23,190,79,10,12,12,7,8,13,10,13,ST 
22023482,Ridvan Hadzhifeyzula,760,26-08-1982,33,172,0,10,7,8,9,10,10,11,7,ST 
22024175,AlekSTandar Violinov,760,19-07-1983,32,182,78,6,7,12,4,10,8,8,6,ST 
22025144,Lachezar Georgiev,760,18-04-1990,26,185,0,12,10,7,6,8,11,8,5,ST 
22027858,VaSTil Tachev,760,7/1/1992,24,188,81,10,8,11,9,10,11,10,14,ST 
22027995,Mitko Mitkov,760,13-10-1994,21,188,0,12,11,12,7,8,9,12,7,ST 
22028033,Martin Marinov,760,14-10-1993,22,182,0,12,6,8,7,6,8,9,7,ST 
22028104,Grigor Dolapchiev,760,23-02-1994,22,184,72,11,10,11,10,8,12,13,11,ST 
22031487,Georgi Pavlov,760,17-08-1995,20,189,0,7,6,6,6,7,9,9,11,ST 
22032779,Plamen Penev,760,8/2/1994,22,178,70,14,6,9,9,8,10,10,9,ST 
22032897,Iliyan Chavdarov,760,4/5/1991,25,184,0,13,13,7,9,8,8,13,7,ST 
22033240,STlavomir Iliev,760,22-05-1989,27,182,0,12,12,12,8,10,9,9,12,ST 
22033678,STtoyan KoSTtadinov,760,14-01-1995,21,187,0,13,12,13,9,10,12,11,5,ST 
22033685,Ivan Yanchev,760,20-03-1988,28,190,86,10,8,14,8,9,10,9,14,ST 
22034002,Ivelin VaSTilev,760,7/1/1991,25,185,77,10,9,12,10,10,11,10,13,ST 
22034939,STtefan Ginchev,760,16-06-1994,22,180,0,10,9,11,11,11,10,13,9,ST 
22036022,Milcho Angelov,760,2/1/1995,21,184,75,12,10,12,10,10,13,12,12,ST 
22036126,Todor KoSTtov,760,25-06-1986,30,183,0,12,11,12,8,6,10,11,8,ST 
22036821,Anton STlavkov,760,15-06-1996,20,187,0,13,13,13,11,11,9,10,8,ST 
22037127,STebahtin Ahmed,760,5/2/1991,25,187,76,12,5,12,7,8,8,11,10,ST 
22037692,BoriSTlav Hadzhiev,760,20-02-1994,22,177,0,13,9,10,9,9,13,12,7,ST 
22038022,Blagomir MaSTtagarkov,760,12/3/1992,24,189,82,8,9,12,9,8,9,8,12,ST 
22038111,AtanaST Ivanov,760,21-07-1987,28,186,81,9,10,13,9,9,11,8,15,ST 
22038359,Filip Lupov,760,7/7/1992,23,188,0,10,9,12,10,10,9,6,10,ST 
22038431,Anzhelo Yordanov,760,16-10-1995,20,185,0,9,9,11,6,10,14,10,7,ST 
22038599,STmail Kreboliev,760,31-10-1995,20,177,0,13,13,10,10,7,13,11,6,ST 
22038602,STerafim Mihaylov,760,25-04-1995,21,183,0,10,11,9,12,9,11,12,10,ST 
22039594,Marian Hadzhiev,760,1/5/1991,25,187,80,8,8,9,8,7,10,10,10,ST 
22039912,AtanaST STavov,760,8/11/1992,23,188,0,9,8,12,8,5,10,11,6,ST 
22040333,Ivan Andreev,760,6/2/1995,21,187,67,14,8,10,5,10,12,7,4,ST 
22040364,NaSTko Milev,760,18-07-1996,19,179,72,9,9,7,11,9,12,13,9,ST 
22041889,Valdemar STtoyanov,760,30-12-1994,21,178,78,10,9,10,10,9,11,12,12,ST 
22042420,Erhan Mehmed,760,18-04-1992,24,180,78,11,7,12,10,9,13,8,13,ST 
22042612,Viktor SThiSThkov,760,7/9/1986,29,186,79,10,10,11,9,9,10,9,13,ST 
22042697,ChriSTtian,1651,28-07-1983,32,188,89,10,8,11,10,10,10,8,13,ST 
22042725,Ivan Hinov,760,5/8/1992,23,184,0,6,10,5,7,5,6,9,8,ST 
22042944,Encho Lemperov,760,13-08-1991,24,177,0,10,9,12,6,11,10,8,9,ST 
22052853,HyuSTein Filipov,760,13-12-1992,23,181,71,10,8,11,8,9,9,9,9,ST 
22052854,Mihail Kamburov,760,23-06-1992,24,177,0,13,10,9,10,7,13,13,9,ST 
22053586,RadoSTlav Angelov,760,11/7/1992,23,185,0,10,7,10,2,5,2,10,4,ST 
22054555,Nikolay Nikolov,760,3/5/1994,22,187,78,13,12,9,7,3,13,9,8,ST 
22054684,Kiril KraSTtev,760,13-03-1995,21,177,0,10,9,10,8,8,9,10,8,ST 
22055000,STtoyan Georgiev,760,21-11-1993,22,189,0,13,13,8,8,10,13,10,10,ST 
22055704,Georgi Minchev,760,20-04-1995,21,186,78,11,10,12,11,9,15,12,13,ST 
22055914,Fabrice Fauca,11,9/6/1994,22,177,0,11,11,12,9,8,12,10,5,ST 
22056697,TSTvetelin Chunchukov,760,26-12-1994,21,181,75,10,10,11,10,13,13,13,12,ST 
22056815,ChriSTtopher Dimitrov,760,1/2/1995,21,179,0,11,11,8,12,9,14,10,7,ST 
22057719,Yulij SThekerov,760,3/2/1991,25,188,80,10,12,8,10,10,10,11,12,ST 
22058222,Mario Petrov,760,19-05-1992,24,183,0,9,11,11,7,9,9,12,6,ST 
22058730,Nikola Dimitrov,760,5/10/1997,18,179,0,12,7,14,8,8,12,14,6,ST 
22059528,Kader RaSTimov,760,2/7/1995,21,184,0,13,13,10,9,9,5,8,9,ST 
22059539,Dimitar AlekSTiev,760,28-07-1993,22,188,78,11,11,12,11,10,11,12,13,ST 
22059820,Brayan Markov,760,15-02-1996,20,179,0,13,13,4,10,10,13,13,6,ST 
22059941,Eray Karadaya,760,19-05-1995,21,191,87,11,10,12,10,10,10,12,12,ST 
22060233,VeSTelin TiSTovSTki,760,25-01-1994,22,186,0,14,12,8,8,8,11,12,11,ST 
22060234,Nikolay Ivanov,760,30-08-1993,22,184,80,11,10,14,11,12,12,11,12,ST 
22060250,TSTvetelin Dobrichov,760,24-05-1992,24,187,74,9,13,9,8,10,13,10,9,ST 
22060356,STvetlin Petrov,760,26-05-1994,22,178,0,11,9,9,4,1,7,10,2,ST 
22060389,STtoyan Vulov,760,24-08-1992,23,175,0,14,13,5,9,7,10,10,5,ST 
22062137,Aykut Yanakov,760,8/4/1995,21,179,65,8,9,9,10,9,10,12,8,ST 
22063452,Ahmed Ahmedov,760,4/5/1995,21,179,75,10,10,8,10,10,11,13,11,ST 
22063518,AtanaST Iliev,760,9/10/1994,21,188,80,10,10,13,9,9,12,9,15,ST 
22063629,Anton Kyulyunkov,760,6/11/1995,20,181,0,12,12,12,8,3,11,11,6,ST 
22063809,AlekSTandar Dimitrov,760,16-10-1994,21,180,77,10,9,11,10,10,16,10,9,ST 
22063885,Angel KoSTtov,760,18-07-1995,20,180,72,9,13,9,8,13,7,10,8,ST 
22063886,Ivelin Iliev,760,8/8/1997,18,184,71,10,9,11,8,9,13,14,8,ST 
22063990,Ege Revat,760,13-11-1999,16,183,0,10,12,13,10,11,9,11,6,ST 
22064114,Mariyan Zhelev,760,5/11/1997,18,186,0,12,12,12,9,9,11,8,8,ST 
22064129,AlekSTandar Argirov,760,6/1/1997,19,178,65,13,13,8,10,8,8,10,6,ST 
22064302,ToniSTlav Yordanov,760,27-11-1998,17,179,69,11,10,10,12,10,13,14,7,ST 
22064701,Petar Raykov,760,15-05-1996,20,186,0,9,8,7,10,10,13,12,10,ST 
22064859,Todor KraSTtev,760,26-03-1998,18,177,0,14,9,7,14,9,12,14,7,ST 
22064887,AlekSTandar ASTparuhov,760,3/10/1995,20,180,75,8,9,10,10,9,10,11,11,ST 
22066707,Milen Dimov,760,12/4/1998,18,178,70,13,13,13,12,6,11,13,5,ST 
22067152,Ivan Kirev,760,12/12/1998,17,169,58,10,9,8,10,8,12,11,7,ST 
22067236,Viktor Mitov,760,24-07-1999,16,186,70,13,13,13,10,7,6,11,8,ST 
22067299,Dimitar Mitkov,760,27-01-2000,16,191,81,13,9,13,8,7,11,9,8,ST 
22067537,Ivan Kolev,760,15-10-1995,20,182,74,11,10,10,10,8,14,12,10,ST 
22067634,PreSTlav Borukov,760,23-04-2000,16,186,78,9,9,10,6,12,11,12,9,ST 
22067703,Petar Ivanov,760,17-03-1999,17,176,0,12,9,12,8,7,12,12,8,ST 
22067838,Kaloyan Bonev,760,14-11-1993,22,181,80,9,12,12,7,9,10,9,10,ST 
22067842,RoSTen Yordanov,760,11/11/1990,25,186,0,8,11,9,10,11,6,12,6,ST 
22067883,AlekSTandar STlaveykov,760,26-06-1997,19,188,79,13,8,11,10,9,11,12,9,ST 
22067894,RadoSTtin Nedelchev,760,8/6/1998,18,179,0,13,10,11,8,8,9,9,8,ST 
22067977,DeSTiSTlav Dyakov,760,22-01-1993,23,185,79,12,9,9,7,14,11,10,9,ST 
22068233,Midat Galbaev,119,14-03-1997,19,190,73,13,10,7,12,9,9,12,9,ST 
22068314,Kaloyan KraSTtev,760,24-01-1999,17,183,74,10,10,11,11,8,15,11,9,ST 
22068408,ArSTène Luboya,53,1/7/1992,24,184,0,8,12,12,8,7,13,12,8,ST 
22070352,HriSTtiyan VaSTilev,760,2/7/1996,19,177,72,10,10,9,11,12,10,13,7,ST 
22070431,STteliyan Topov,760,21-09-1998,17,179,72,13,7,13,7,9,6,8,6,ST 
22071404,Lachezar Yordanov,760,31-05-2000,16,181,0,14,13,13,9,4,5,11,6,ST 
22071508,Mihail Palov,760,6/12/1999,16,180,0,13,9,10,8,10,13,9,8,ST 
22071547,Kaloyan Diev,760,27-08-2000,15,175,0,13,5,13,5,9,6,13,5,ST 
22071838,Dimitar Zakonov,760,11/5/1999,17,183,75,14,11,14,11,5,12,11,11,ST 
22072055,BoriSTlav Damyanov,760,7/3/1999,17,176,0,13,11,13,10,6,13,13,5,ST 
23002301,Jarallah Ali Al-Marri,132,3/4/1988,28,178,73,13,12,12,12,13,11,14,8,ST 
23003125,Mohd Badrul HiSTyam Azmi,125,30-04-1989,27,167,68,12,10,8,10,5,12,12,7,ST 
23005122,Lo Wai Tat,111,21-09-1985,30,171,61,12,10,10,5,8,6,12,4,ST 
23005466,SThahrizal Mohd STaad,125,5/6/1987,29,179,78,6,10,13,6,5,10,10,6,ST 
23006662,EdílSTon CéSTar,1651,28-05-1972,44,181,0,13,14,14,9,10,14,9,9,ST 
23007271,Zhang Xiaodong,110,8/11/1987,28,180,72,11,7,11,3,5,8,11,6,ST 
23007687,Fortune Udo,38,2/2/1988,28,187,82,12,11,12,10,13,9,9,13,ST 
23007723,Eric Muranda,25,20-01-1982,34,177,80,10,10,12,8,10,14,10,11,ST 
23008297,Wang Molin,110,23-07-1984,31,186,75,11,9,12,4,11,9,7,6,ST 
